Numero ^ Tunnus ^ Osasto ^ Vuosi ^ Reikanro ^ Kl100 ^ Yht_X ^ Yht_Y ^ Kkj_X ^ Kkj_y ^ Z ^ Syvyys ^ Kaltevuus ^ Suunta
int ^ char ^ char ^ int ^ char ^ char ^ int ^ int ^ int ^ int ^ real ^ real ^ real ^ real
130 ^ M371487R316    ^ M ^ 87 ^ 316    ^ 3714 ^ 7511300 ^ 3499001 ^ 7511300 ^ 3499000 ^ 235.00 ^ 110.00 ^ 46.20 ^ 90.00
131 ^ M371487R316    ^ M ^ 87 ^ 316    ^ 3714 ^ 7511300 ^ 3499001 ^ 7511300 ^ 3499000 ^ 235.00 ^ 111.70 ^ 46.20 ^ 90.00
132 ^ M371487R317    ^ M ^ 87 ^ 317    ^ 3714 ^ 7511250 ^ 3498991 ^ 7511250 ^ 3498990 ^ 235.00 ^ 0.00 ^ 43.00 ^ 90.00
133 ^ M371487R317    ^ M ^ 87 ^ 317    ^ 3714 ^ 7511250 ^ 3498991 ^ 7511250 ^ 3498990 ^ 235.00 ^ 10.00 ^ 44.20 ^ 90.00
134 ^ M371487R317    ^ M ^ 87 ^ 317    ^ 3714 ^ 7511250 ^ 3498991 ^ 7511250 ^ 3498990 ^ 235.00 ^ 20.00 ^ 44.50 ^ 90.00
135 ^ M371487R317    ^ M ^ 87 ^ 317    ^ 3714 ^ 7511250 ^ 3498991 ^ 7511250 ^ 3498990 ^ 235.00 ^ 105.20 ^ 44.50 ^ 90.00
136 ^ M371487R318    ^ M ^ 87 ^ 318    ^ 3714 ^ 7511200 ^ 3498961 ^ 7511200 ^ 3498960 ^ 238.00 ^ 0.00 ^ 46.70 ^ 90.00
137 ^ M371487R318    ^ M ^ 87 ^ 318    ^ 3714 ^ 7511200 ^ 3498961 ^ 7511200 ^ 3498960 ^ 238.00 ^ 10.00 ^ 45.20 ^ 90.00
138 ^ M371487R318    ^ M ^ 87 ^ 318    ^ 3714 ^ 7511200 ^ 3498961 ^ 7511200 ^ 3498960 ^ 238.00 ^ 20.00 ^ 43.10 ^ 90.00
139 ^ M371487R318    ^ M ^ 87 ^ 318    ^ 3714 ^ 7511200 ^ 3498961 ^ 7511200 ^ 3498960 ^ 238.00 ^ 30.00 ^ 42.80 ^ 90.00
140 ^ M371487R318    ^ M ^ 87 ^ 318    ^ 3714 ^ 7511200 ^ 3498961 ^ 7511200 ^ 3498960 ^ 238.00 ^ 82.30 ^ 42.80 ^ 90.00
141 ^ M371487R319    ^ M ^ 87 ^ 319    ^ 3714 ^ 7510950 ^ 3498921 ^ 7510950 ^ 3498920 ^ 267.00 ^ 0.00 ^ 47.30 ^ 90.00
142 ^ M371487R319    ^ M ^ 87 ^ 319    ^ 3714 ^ 7510950 ^ 3498921 ^ 7510950 ^ 3498920 ^ 267.00 ^ 10.00 ^ 44.60 ^ 90.00
143 ^ M371487R319    ^ M ^ 87 ^ 319    ^ 3714 ^ 7510950 ^ 3498921 ^ 7510950 ^ 3498920 ^ 267.00 ^ 20.00 ^ 44.50 ^ 90.00
144 ^ M371487R319    ^ M ^ 87 ^ 319    ^ 3714 ^ 7510950 ^ 3498921 ^ 7510950 ^ 3498920 ^ 267.00 ^ 131.80 ^ 44.50 ^ 90.00
145 ^ M371487R320    ^ M ^ 87 ^ 320    ^ 3714 ^ 7511200 ^ 3498925 ^ 7511200 ^ 3498924 ^ 239.00 ^ 0.00 ^ 47.30 ^ 90.00
146 ^ M371487R320    ^ M ^ 87 ^ 320    ^ 3714 ^ 7511200 ^ 3498925 ^ 7511200 ^ 3498924 ^ 239.00 ^ 10.00 ^ 44.60 ^ 90.00
147 ^ M371487R320    ^ M ^ 87 ^ 320    ^ 3714 ^ 7511200 ^ 3498925 ^ 7511200 ^ 3498924 ^ 239.00 ^ 20.00 ^ 44.50 ^ 90.00
148 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 0.00 ^ 45.00 ^ 135.00
149 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 10.00 ^ 46.90 ^ 135.00
150 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 20.00 ^ 47.40 ^ 135.00
151 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 30.00 ^ 47.10 ^ 135.00
152 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 40.00 ^ 46.90 ^ 135.00
153 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 50.00 ^ 47.10 ^ 135.00
154 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 60.00 ^ 47.20 ^ 135.00
155 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 70.00 ^ 47.10 ^ 135.00
156 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 80.00 ^ 47.00 ^ 135.00
157 ^ M371487R321    ^ M ^ 87 ^ 321    ^ 3714 ^ 7510735 ^ 3497566 ^ 7510735 ^ 3497565 ^ 229.40 ^ 80.50 ^ 47.00 ^ 135.00
158 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 0.00 ^ 46.00 ^ 135.00
159 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 10.00 ^ 45.70 ^ 135.00
160 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 20.00 ^ 46.90 ^ 135.00
161 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 30.00 ^ 46.40 ^ 135.00
162 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 40.00 ^ 46.90 ^ 135.00
163 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 50.00 ^ 46.90 ^ 135.00
164 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 60.00 ^ 46.90 ^ 135.00
165 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 70.00 ^ 46.80 ^ 135.00
166 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 80.00 ^ 46.80 ^ 135.00
167 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 90.00 ^ 46.70 ^ 135.00
168 ^ M371487R322    ^ M ^ 87 ^ 322    ^ 3714 ^ 7510746 ^ 3497537 ^ 7510746 ^ 3497536 ^ 299.00 ^ 105.80 ^ 46.70 ^ 135.00
169 ^ M371487R323    ^ M ^ 87 ^ 323    ^ 3714 ^ 7512000 ^ 3498151 ^ 7512000 ^ 3498150 ^ 221.00 ^ 0.00 ^ 46.90 ^ 90.00
170 ^ M371487R323    ^ M ^ 87 ^ 323    ^ 3714 ^ 7512000 ^ 3498151 ^ 7512000 ^ 3498150 ^ 221.00 ^ 10.00 ^ 46.60 ^ 90.00
171 ^ M371487R323    ^ M ^ 87 ^ 323    ^ 3714 ^ 7512000 ^ 3498151 ^ 7512000 ^ 3498150 ^ 221.00 ^ 20.00 ^ 46.40 ^ 90.00
172 ^ M371487R323    ^ M ^ 87 ^ 323    ^ 3714 ^ 7512000 ^ 3498151 ^ 7512000 ^ 3498150 ^ 221.00 ^ 30.00 ^ 46.20 ^ 90.00
173 ^ M371487R323    ^ M ^ 87 ^ 323    ^ 3714 ^ 7512000 ^ 3498151 ^ 7512000 ^ 3498150 ^ 221.00 ^ 43.80 ^ 46.20 ^ 90.00
174 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 0.00 ^ 46.10 ^ 90.00
175 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 10.00 ^ 46.00 ^ 90.00
176 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 20.00 ^ 45.90 ^ 90.00
177 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 30.00 ^ 46.70 ^ 90.00
178 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 40.00 ^ 47.40 ^ 90.00
179 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 50.00 ^ 47.90 ^ 90.00
180 ^ M371487R324    ^ M ^ 87 ^ 324    ^ 3714 ^ 7512000 ^ 3498101 ^ 7512000 ^ 3498100 ^ 221.00 ^ 68.20 ^ 47.90 ^ 90.00
181 ^ M371487R325    ^ M ^ 87 ^ 325    ^ 3714 ^ 7512000 ^ 3498201 ^ 7512000 ^ 3498200 ^ 222.00 ^ 0.00 ^ 90.00 ^ 0.00
182 ^ M371487R325    ^ M ^ 87 ^ 325    ^ 3714 ^ 7512000 ^ 3498201 ^ 7512000 ^ 3498200 ^ 222.00 ^ 18.60 ^ 90.00 ^ 0.00
183 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 0.00 ^ 46.40 ^ 0.00
184 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 10.00 ^ 46.50 ^ 0.00
185 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 20.00 ^ 46.60 ^ 0.00
186 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 30.00 ^ 47.30 ^ 0.00
187 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 40.00 ^ 47.40 ^ 0.00
188 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 50.00 ^ 47.70 ^ 0.00
189 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 60.00 ^ 47.90 ^ 0.00
190 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 70.00 ^ 48.10 ^ 0.00
191 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 80.00 ^ 48.30 ^ 0.00
192 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 90.00 ^ 48.40 ^ 0.00
193 ^ M371487R326    ^ M ^ 87 ^ 326    ^ 3714 ^ 7512485 ^ 3498556 ^ 7512485 ^ 3498555 ^ 232.03 ^ 98.20 ^ 48.40 ^ 0.00
194 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 0.00 ^ 46.20 ^ 0.00
195 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 10.00 ^ 46.30 ^ 0.00
196 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 20.00 ^ 46.30 ^ 0.00
197 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 30.00 ^ 46.40 ^ 0.00
198 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 40.00 ^ 46.50 ^ 0.00
199 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 50.00 ^ 46.70 ^ 0.00
200 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 60.00 ^ 47.00 ^ 0.00
201 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 70.00 ^ 47.30 ^ 0.00
202 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 80.00 ^ 47.70 ^ 0.00
203 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 90.00 ^ 47.90 ^ 0.00
204 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 100.00 ^ 48.40 ^ 0.00
205 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 110.00 ^ 48.60 ^ 0.00
206 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 120.00 ^ 49.00 ^ 0.00
207 ^ M371487R327    ^ M ^ 87 ^ 327    ^ 3714 ^ 7512435 ^ 3498659 ^ 7512435 ^ 3498658 ^ 235.54 ^ 132.90 ^ 49.00 ^ 0.00
208 ^ M371487R328    ^ M ^ 87 ^ 328    ^ 3714 ^ 7512470 ^ 3497201 ^ 7512470 ^ 3497200 ^ 216.00 ^ 0.00 ^ 46.80 ^ 360.00
209 ^ M371487R328    ^ M ^ 87 ^ 328    ^ 3714 ^ 7512470 ^ 3497201 ^ 7512470 ^ 3497200 ^ 216.00 ^ 10.00 ^ 46.90 ^ 360.00
210 ^ M371487R328    ^ M ^ 87 ^ 328    ^ 3714 ^ 7512470 ^ 3497201 ^ 7512470 ^ 3497200 ^ 216.00 ^ 72.50 ^ 46.90 ^ 360.00
211 ^ M371487R329    ^ M ^ 87 ^ 329    ^ 3714 ^ 7512420 ^ 3497101 ^ 7512420 ^ 3497100 ^ 215.00 ^ 0.00 ^ 45.10 ^ 360.00
212 ^ M371487R329    ^ M ^ 87 ^ 329    ^ 3714 ^ 7512420 ^ 3497101 ^ 7512420 ^ 3497100 ^ 215.00 ^ 10.00 ^ 45.10 ^ 360.00
213 ^ M371487R329    ^ M ^ 87 ^ 329    ^ 3714 ^ 7512420 ^ 3497101 ^ 7512420 ^ 3497100 ^ 215.00 ^ 20.00 ^ 45.20 ^ 360.00
214 ^ M371487R329    ^ M ^ 87 ^ 329    ^ 3714 ^ 7512420 ^ 3497101 ^ 7512420 ^ 3497100 ^ 215.00 ^ 103.60 ^ 45.20 ^ 360.00
215 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 0.00 ^ 49.60 ^ 360.00
216 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 10.00 ^ 49.60 ^ 360.00
217 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 20.00 ^ 50.20 ^ 360.00
218 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 30.00 ^ 50.30 ^ 360.00
219 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 40.00 ^ 50.40 ^ 360.00
220 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 50.00 ^ 50.60 ^ 360.00
221 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 60.00 ^ 51.60 ^ 360.00
222 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 70.00 ^ 51.80 ^ 360.00
223 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 80.00 ^ 52.20 ^ 360.00
224 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 90.00 ^ 52.90 ^ 360.00
225 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 100.00 ^ 53.00 ^ 360.00
226 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 110.00 ^ 53.30 ^ 360.00
227 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 120.00 ^ 53.70 ^ 360.00
228 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 130.00 ^ 53.90 ^ 360.00
229 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 140.00 ^ 54.40 ^ 360.00
230 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 150.00 ^ 55.00 ^ 360.00
231 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 160.00 ^ 56.00 ^ 360.00
232 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 170.00 ^ 56.30 ^ 360.00
233 ^ M371490R330    ^ M ^ 90 ^ 330    ^ 3714 ^ 7512403 ^ 3498559 ^ 7512403 ^ 3498558 ^ 231.44 ^ 182.60 ^ 56.30 ^ 360.00
234 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 0.00 ^ 51.70 ^ 360.00
235 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 10.00 ^ 51.40 ^ 360.00
236 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 20.00 ^ 50.90 ^ 360.00
237 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 30.00 ^ 50.70 ^ 360.00
238 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 40.00 ^ 50.20 ^ 360.00
239 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 50.00 ^ 50.10 ^ 360.00
240 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 60.00 ^ 50.10 ^ 360.00
241 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 70.00 ^ 50.00 ^ 360.00
242 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 80.00 ^ 49.60 ^ 360.00
243 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 90.00 ^ 49.10 ^ 360.00
244 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 100.00 ^ 49.00 ^ 360.00
245 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 110.00 ^ 48.80 ^ 360.00
246 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 120.00 ^ 48.70 ^ 360.00
247 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 130.00 ^ 48.70 ^ 360.00
248 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 140.00 ^ 48.10 ^ 360.00
249 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 150.00 ^ 47.70 ^ 360.00
250 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 160.00 ^ 47.50 ^ 360.00
251 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 170.00 ^ 47.40 ^ 360.00
252 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 180.00 ^ 47.20 ^ 360.00
253 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 190.00 ^ 47.10 ^ 360.00
254 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 200.00 ^ 47.00 ^ 360.00
255 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 210.00 ^ 46.80 ^ 360.00
256 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 220.00 ^ 46.50 ^ 360.00
257 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 230.00 ^ 46.30 ^ 360.00
258 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 240.00 ^ 46.00 ^ 360.00
259 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 250.00 ^ 45.70 ^ 360.00
260 ^ M371490R331    ^ M ^ 90 ^ 331    ^ 3714 ^ 7512155 ^ 3498557 ^ 7512155 ^ 3498556 ^ 227.98 ^ 266.60 ^ 45.70 ^ 360.00
261 ^ M371490R332    ^ M ^ 90 ^ 332    ^ 3714 ^ 7512305 ^ 3498757 ^ 7512305 ^ 3498756 ^ 236.17 ^ 0.00 ^ 45.30 ^ 360.00
262 ^ M371490R332    ^ M ^ 90 ^ 332    ^ 3714 ^ 7512305 ^ 3498757 ^ 7512305 ^ 3498756 ^ 236.17 ^ 10.00 ^ 45.00 ^ 360.00
263 ^ M371490R332    ^ M ^ 90 ^ 332    ^ 3714 ^ 7512305 ^ 3498757 ^ 7512305 ^ 3498756 ^ 236.17 ^ 20.00 ^ 44.80 ^ 360.00
264 ^ M371490R332    ^ M ^ 90 ^ 332    ^ 3714 ^ 7512305 ^ 3498757 ^ 7512305 ^ 3498756 ^ 236.17 ^ 30.00 ^ 44.80 ^ 360.00
265 ^ M371490R332    ^ M ^ 90 ^ 332    ^ 3714 ^ 7512305 ^ 3498757 ^ 7512305 ^ 3498756 ^ 236.17 ^ 40.00 ^ 44.50 ^ 360.00
266 ^ M371490R332    ^ M ^ 90 ^ 332    ^ 3714 ^ 7512305 ^ 3498757 ^ 7512305 ^ 3498756 ^ 236.17 ^ 127.60 ^ 44.50 ^ 360.00
267 ^ M371490R333    ^ M ^ 90 ^ 333    ^ 3714 ^ 7512254 ^ 3498757 ^ 7512254 ^ 3498756 ^ 235.37 ^ 0.00 ^ 70.00 ^ 360.00
268 ^ M371490R333    ^ M ^ 90 ^ 333    ^ 3714 ^ 7512254 ^ 3498757 ^ 7512254 ^ 3498756 ^ 235.37 ^ 10.00 ^ 68.40 ^ 360.00
269 ^ M371490R333    ^ M ^ 90 ^ 333    ^ 3714 ^ 7512254 ^ 3498757 ^ 7512254 ^ 3498756 ^ 235.37 ^ 175.80 ^ 68.40 ^ 360.00
270 ^ M371490R334    ^ M ^ 90 ^ 334    ^ 3714 ^ 7512030 ^ 3497651 ^ 7512030 ^ 3497650 ^ 218.00 ^ 0.00 ^ 46.70 ^ 360.00
